Block 1 thread 0 entering global sync 
Block 1 thread 1 entering global sync 
Block 1 thread 2 entering global sync 
Block 1 thread 3 entering global sync 
Block 1 thread 4 entering global sync 
Block 1 thread 5 entering global sync 
Block 1 thread 6 entering global sync 
Block 1 thread 7 entering global sync 
Block 7 thread 0 entering global sync 
Block 7 thread 1 entering global sync 
Block 7 thread 2 entering global sync 
Block 7 thread 3 entering global sync 
Block 7 thread 4 entering global sync 
Block 7 thread 5 entering global sync 
Block 7 thread 6 entering global sync 
Block 7 thread 7 entering global sync 
Block 3 thread 0 entering global sync 
Block 3 thread 1 entering global sync 
Block 3 thread 2 entering global sync 
Block 3 thread 3 entering global sync 
Block 3 thread 4 entering global sync 
Block 3 thread 5 entering global sync 
Block 3 thread 6 entering global sync 
Block 3 thread 7 entering global sync 
Block 4 thread 0 entering global sync 
Block 4 thread 1 entering global sync 
Block 4 thread 2 entering global sync 
Block 4 thread 3 entering global sync 
Block 4 thread 4 entering global sync 
Block 4 thread 5 entering global sync 
Block 4 thread 6 entering global sync 
Block 4 thread 7 entering global sync 
Block 2 thread 0 entering global sync 
Block 2 thread 1 entering global sync 
Block 2 thread 2 entering global sync 
Block 2 thread 3 entering global sync 
Block 2 thread 4 entering global sync 
Block 2 thread 5 entering global sync 
Block 2 thread 6 entering global sync 
Block 2 thread 7 entering global sync 
Block 0 thread 0 entering global sync 
Block 0 thread 1 entering global sync 
Block 0 thread 2 entering global sync 
Block 0 thread 3 entering global sync 
Block 0 thread 4 entering global sync 
Block 0 thread 5 entering global sync 
Block 0 thread 6 entering global sync 
Block 0 thread 7 entering global sync 
Block 6 thread 0 entering global sync 
Block 6 thread 1 entering global sync 
Block 6 thread 2 entering global sync 
Block 6 thread 3 entering global sync 
Block 6 thread 4 entering global sync 
Block 6 thread 5 entering global sync 
Block 6 thread 6 entering global sync 
Block 6 thread 7 entering global sync 
Block 5 thread 0 entering global sync 
Block 5 thread 1 entering global sync 
Block 5 thread 2 entering global sync 
Block 5 thread 3 entering global sync 
Block 5 thread 4 entering global sync 
Block 5 thread 5 entering global sync 
Block 5 thread 6 entering global sync 
Block 5 thread 7 entering global sync 
Block 7 thread 0 exiting global sync 
Block 7 thread 1 exiting global sync 
Block 7 thread 2 exiting global sync 
Block 7 thread 3 exiting global sync 
Block 7 thread 4 exiting global sync 
Block 7 thread 5 exiting global sync 
Block 7 thread 6 exiting global sync 
Block 7 thread 7 exiting global sync 
Block 1 thread 0 exiting global sync 
Block 1 thread 1 exiting global sync 
Block 1 thread 2 exiting global sync 
Block 1 thread 3 exiting global sync 
Block 1 thread 4 exiting global sync 
Block 1 thread 5 exiting global sync 
Block 1 thread 6 exiting global sync 
Block 1 thread 7 exiting global sync 
Block 3 thread 0 exiting global sync 
Block 3 thread 1 exiting global sync 
Block 3 thread 2 exiting global sync 
Block 3 thread 3 exiting global sync 
Block 3 thread 4 exiting global sync 
Block 3 thread 5 exiting global sync 
Block 3 thread 6 exiting global sync 
Block 3 thread 7 exiting global sync 
Block 4 thread 0 exiting global sync 
Block 4 thread 1 exiting global sync 
Block 4 thread 2 exiting global sync 
Block 4 thread 3 exiting global sync 
Block 4 thread 4 exiting global sync 
Block 4 thread 5 exiting global sync 
Block 4 thread 6 exiting global sync 
Block 4 thread 7 exiting global sync 
Block 5 thread 0 exiting global sync 
Block 5 thread 1 exiting global sync 
Block 5 thread 2 exiting global sync 
Block 5 thread 3 exiting global sync 
Block 5 thread 4 exiting global sync 
Block 5 thread 5 exiting global sync 
Block 5 thread 6 exiting global sync 
Block 5 thread 7 exiting global sync 
Block 2 thread 0 exiting global sync 
Block 2 thread 1 exiting global sync 
Block 2 thread 2 exiting global sync 
Block 2 thread 3 exiting global sync 
Block 2 thread 4 exiting global sync 
Block 2 thread 5 exiting global sync 
Block 2 thread 6 exiting global sync 
Block 2 thread 7 exiting global sync 
Block 0 thread 0 exiting global sync 
Block 0 thread 1 exiting global sync 
Block 0 thread 2 exiting global sync 
Block 0 thread 3 exiting global sync 
Block 0 thread 4 exiting global sync 
Block 0 thread 5 exiting global sync 
Block 0 thread 6 exiting global sync 
Block 0 thread 7 exiting global sync 
Block 6 thread 0 exiting global sync 
Block 6 thread 1 exiting global sync 
Block 6 thread 2 exiting global sync 
Block 6 thread 3 exiting global sync 
Block 6 thread 4 exiting global sync 
Block 6 thread 5 exiting global sync 
Block 6 thread 6 exiting global sync 
Block 6 thread 7 exiting global sync 
finito lock:0 
