1, 8192, 8192, 1000, 189.465 
2, 8192, 8192, 1000, 97.892 
4, 8192, 8192, 1000, 35.083 
8, 8192, 8192, 1000, 17.603 
16, 8192, 8192, 1000, 9.613 
32, 8192, 8192, 1000, 6.232 
