1, 2048, 2048, 1000, 8.892 
2, 2048, 2048, 1000, 5.069 
4, 2048, 2048, 1000, 2.407 
8, 2048, 2048, 1000, 1.189 
16, 2048, 2048, 1000, 0.836 
32, 2048, 2048, 1000, 0.653 
