1, 4096, 4096, 1000, 30.254 
2, 4096, 4096, 1000, 16.005 
4, 4096, 4096, 1000, 8.639 
8, 4096, 4096, 1000, 4.344 
16, 4096, 4096, 1000, 2.687 
32, 4096, 4096, 1000, 1.672 
