2048, 2048, 1000, 8.892 
2048, 2048, 1000, 5.069 
2048, 2048, 1000, 2.407 
2048, 2048, 1000, 1.189 
2048, 2048, 1000, 0.836 
2048, 2048, 1000, 0.653 
4096, 4096, 1000, 30.254 
4096, 4096, 1000, 16.005 
4096, 4096, 1000, 8.639 
4096, 4096, 1000, 4.344 
4096, 4096, 1000, 2.687 
4096, 4096, 1000, 1.672 
8192, 8192, 1000, 189.465 
8192, 8192, 1000, 97.892 
8192, 8192, 1000, 35.083 
8192, 8192, 1000, 17.603 
8192, 8192, 1000, 9.613 
8192, 8192, 1000, 6.232 
