C,  100000000,  1.04760645e-12, 6.33271213e-13,  0.43950, 0.28256, 0.15694, wn99 
PY, 100000000, 1.0476064460362977e-12, 6.332712132461893e-13, 47.85,  26.76,  21.09, wn99 
