
# Hostname  GFLOP/s
a100_40g , 7476.656

# Hostname  GFLOP/s
a100_80g , 2812.635

# Hostname  GFLOP/s
p100 , 2812.020

# Hostname  GFLOP/s
a100_hylab , 7476.657

# Hostname  GFLOP/s
v100_hylab , 7476.530
